,station_id,station_name,raccnt,station_lat,station_lon,ADM_NM,gu
130,262, 영문초등학교 사거리 ,12,37.519927,126.889183,문래동,영등포구
131,263, 근로자회관 사거리 ,12,37.51715,126.888626,문래동,영등포구
132,264, 교보생명보험 앞 ,15,37.52193,126.891616,당산1동,영등포구
133,265, 영등포유통상가 사거리 ,11,37.521133,126.896537,당산1동,영등포구
134,266, 영등포청과시장 사거리 ,10,37.520294,126.901191,영등포동,영등포구
135,267, 삼성화재 사옥 옆 ,10,37.535961,126.8983,양평2동,영등포구
136,268, 그랜드컨벤션센터 앞 ,6,37.534717,126.900001,당산2동,영등포구
137,270, 증권거래소후문교차로 ,10,37.522342,126.927101,여의동,영등포구
138,271, 샛강생태공원방문자센터 앞 ,10,37.518962,126.921615,여의동,영등포구
139,272, 당산육갑문 ,20,37.535339,126.903678,당산2동,영등포구
140,275, 신동아아파트 ,10,37.522697,126.885681,양평1동,영등포구
141,276, 영등포로터리2 ,10,37.518283,126.912635,영등포동,영등포구
142,278, 쌍용플레티넘오피스텔 ,10,37.50793,126.895233,도림동,영등포구
143,279, 영등포 푸르지오 아파트 B ,15,37.513229,126.904464,영등포본동,영등포구
144,280, 양평동6차현대아파트 앞 ,10,37.5321,126.894439,양평2동,영등포구
145,281, 대림신동아아파트 앞 ,8,37.498241,126.893981,구로5동,구로구
146,282, 신한은행 대림동지점 ,10,37.487529,126.904876,대림2동,영등포구
147,283, 아크로타워 스퀘어(영등포시장) ,15,37.522518,126.907218,영등포동,영등포구
148,284, 센트럴 푸르지오 시티 앞 ,16,37.518211,126.902229,영등포동,영등포구
149,285, 콤텍시스템 앞 ,14,37.499858,126.897239,대림3동,영등포구
150,286, 우성아파트 교차로 ,12,37.494571,126.899749,대림2동,영등포구
151,287, 영등포전화국사거리 (서강어린이공원) ,10,37.525768,126.905738,영등포동,영등포구
152,288, 쌍용예가(구청별관) ,10,37.528099,126.893386,당산1동,영등포구
153,289, 대림3동사거리 ,10,37.499809,126.898002,대림3동,영등포구
154,290, 새말소공원 ,12,37.531509,126.897827,당산2동,영등포구
155,291, 문래동 하이테크 시티 ,14,37.514129,126.899391,문래동,영등포구
156,292, 영일 어린이공원 ,10,37.51012,126.904067,영등포본동,영등포구
157,293, 충북 미래관 ,15,37.52917,126.907577,당산2동,영등포구
158,295, 영등포공원 분수대 앞 ,10,37.514812,126.911705,영등포본동,영등포구
159,296, KT플라자 영등포점 ,20,37.526302,126.90538,영등포동,영등포구
160,297, 국회3문 ,10,37.528636,126.912673,여의동,영등포구
161,298, KBS 연구동 건너편 ,25,37.527507,126.914299,여의동,영등포구
162,299, 여의도 순복음교회 ,10,37.531791,126.922454,여의동,영등포구
163,300, 정동사거리 ,6,37.56805,126.96923,소공동,중구
164,301, 경복궁역 7번출구 앞 ,20,37.575794,126.97145,사직동,종로구
165,302, 경복궁역 4번출구 뒤 ,12,37.575946,126.97406,사직동,종로구
166,303, 광화문역 1번출구 앞 ,8,37.571769,126.974662,사직동,종로구
167,305, 종로구청 옆 ,16,37.572559,126.978332,종로1·2·3·4가동,종로구
168,307, 서울역사박물관 앞 ,11,37.569999,126.971099,사직동,종로구
169,308, 광화문 S타워 앞 ,31,37.569969,126.973937,사직동,종로구
170,309, 광화문역 6번출구 옆 B ,13,37.569961,126.976158,사직동,종로구
171,310, 청계광장 옆 ,8,37.568878,126.97747,명동,중구
172,314, 국립현대미술관 ,10,37.579708,126.980857,삼청동,종로구
173,316, 종각역 1번출구 앞 ,8,37.570396,126.981788,종로1·2·3·4가동,종로구
174,318, 광교사거리 남측 ,10,37.568634,126.982315,명동,중구
175,320, 을지로입구역 4번출구 앞 ,17,37.566223,126.983589,명동,중구
176,321, KEB 하나금융그룹 명동사옥 옆 ,15,37.565464,126.984138,명동,중구
177,322, 명동성당 앞 ,10,37.564476,126.986968,명동,중구
178,324, 신세계백화점 본점 앞 ,8,37.561344,126.980506,소공동,중구
179,326, 안국역 5번출구 앞 ,15,37.57624,126.98616,종로1·2·3·4가동,종로구
180,327, 낙원상가 옆 ,10,37.573356,126.987464,종로1·2·3·4가동,종로구
181,328, 탑골공원 앞 ,11,37.570396,126.988189,종로1·2·3·4가동,종로구
182,329, 청계2가 사거리 옆 ,8,37.568485,126.987884,종로1·2·3·4가동,종로구
183,331, 을지로2가 사거리 북측 ,10,37.566383,126.987205,명동,중구
184,332, 을지로2가 사거리 남측 ,5,37.56599,126.987792,명동,중구
185,334, 종로3가역 2번출구 뒤 ,10,37.570598,126.99179,종로1·2·3·4가동,종로구
186,335, 종로3가역 15번출구 앞 ,10,37.570194,126.991653,종로1·2·3·4가동,종로구
187,336, 충무로역 6번출구 앞 ,8,37.561447,126.99311,필동,중구
188,337, 창경궁 입구 ,5,37.578979,126.996475,종로1·2·3·4가동,종로구
189,338, 세운스퀘어 앞 ,18,37.570957,126.997123,종로1·2·3·4가동,종로구
190,339, 종로4가 사거리 ,10,37.571067,126.998191,종로1·2·3·4가동,종로구
191,340, 혜화동 로터리 ,8,37.585628,127.000679,혜화동,종로구
192,341, 혜화역 3번출구 뒤 ,8,37.581569,127.001785,이화동,종로구
193,342, 대학로 마로니에공원 ,22,37.579784,127.002532,이화동,종로구
194,343, 힐스테이트창경궁 아파트 앞 ,6,37.575611,127.004699,종로5·6가동,종로구
195,344, 성균관대 E하우스 앞 ,10,37.574199,127.006591,종로5·6가동,종로구
196,345, 서울보증보험본사 앞 ,18,37.573307,127.000709,종로5·6가동,종로구
197,346, 맥스타일 앞 ,10,37.569183,127.00988,광희동,중구
198,347, 동대문역사문화공원역 9번출구 앞 ,18,37.56533,127.007843,광희동,중구
199,348, 독립문역 사거리 ,14,37.572029,126.960784,교남동,종로구
200,349, 어린이도서관 ,5,37.576332,126.968589,사직동,종로구
201,351, 청운초교 앞 삼거리 ,5,37.584968,126.970413,청운효자동,종로구
202,353, 재동초교 앞 삼거리 ,8,37.579387,126.984947,가회동,종로구
203,354, 포르투갈 대사관 앞 ,10,37.579154,126.98896,가회동,종로구
204,355, 서울사대부설초등학교 앞 ,15,37.576507,127.002456,이화동,종로구
205,356, KT혜화지사 앞 ,15,37.577144,127.002059,이화동,종로구
206,358, 성균관대입구 사거리 A ,13,37.5825,126.998535,혜화동,종로구
207,359, 원남동사거리 ,8,37.576061,126.99768,종로1·2·3·4가동,종로구
208,361, 동묘앞역 1번출구 뒤 ,10,37.573242,127.015907,숭인1동,종로구
209,362, 청계8가사거리 A ,10,37.572196,127.02304,숭인2동,종로구
210,363, 신설동역 11번출구 뒤 ,13,37.575592,127.02285,숭인2동,종로구
211,364, 창신역 1번출구 앞 ,8,37.579334,127.015083,창신3동,종로구
212,367, 독립문역 3-1번출구  ,13,37.574157,126.958518,무악동,종로구
213,368, SK 서린빌딩 앞 ,15,37.569248,126.980537,종로1·2·3·4가동,종로구
214,370, 시청역(2호선) 9번출구 뒤 ,24,37.563228,126.974838,소공동,중구
215,371, 동대입구역 6번출구 뒤 ,10,37.558872,127.005538,장충동,중구
216,372, 약수역 3번출구 뒤 ,10,37.554294,127.011199,약수동,중구
217,374, 청구역 2번출구 앞 ,12,37.560474,127.014076,동화동,중구
218,379, 서울역9번출구 ,7,37.555999,126.973358,회현동,중구
219,380, CJ제일제당 앞 ,8,37.563865,127.002746,광희동,중구
220,381, 장충체육관 ,15,37.558532,127.006988,장충동,중구
221,382, 약수역 10번출구 앞 ,7,37.555198,127.010047,다산동,중구
